City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Troy;Michigan;43.3;42371;40905;83276;2975;21004;2.59;MI;White;56175
Winston-Salem;North Carolina;34.7;112520;128712;241232;14521;24302;2.47;NC;Hispanic or Latino;38321
McKinney;Texas;35.6;77339;85548;162887;8082;25760;2.91;TX;Asian;13882
Lansing;Michigan;31.4;54333;59777;114110;5327;8371;2.39;MI;American Indian and Alaska Native;5254
Allen;Texas;37.2;51324;46814;98138;3505;19649;3.04;TX;White;69840
Spokane Valley;Washington;36.0;49933;44975;94908;7984;4199;2.39;WA;American Indian and Alaska Native;2473
Gary;Indiana;38.1;35876;41478;77354;3952;1884;2.35;IN;Asian;537
Walnut Creek;California;47.6;31994;36912;68906;4977;13624;2.22;CA;Asian;10831
Lake Charles;Louisiana;31.8;35678;40388;76066;4477;3215;2.36;LA;White;36346
Lake Charles;Louisiana;31.8;35678;40388;76066;4477;3215;2.36;LA;Asian;1444
Westland;Michigan;39.9;37742;44253;81995;4756;6429;2.41;MI;Hispanic or Latino;2827
Carlsbad;California;42.1;55119;58347;113466;6031;17689;2.68;CA;Asian;11948
Orlando;Florida;33.1;130940;139977;270917;12782;50558;2.42;FL;American Indian and Alaska Native;2374
Glendale;Arizona;34.4;116795;123319;240114;13241;44133;2.89;AZ;Hispanic or Latino;83711
Glendale;Arizona;34.4;116795;123319;240114;13241;44133;2.89;AZ;Black or African-American;16254
San Juan;Puerto Rico;41.4;155408;186829;342237;;;;PR;American Indian and Alaska Native;4031
Mayagüez;Puerto Rico;38.1;30799;35782;66581;;;;PR;Asian;235
Denver;Colorado;34.1;341137;341408;682545;29363;113222;2.33;CO;White;546370
Waldorf;Maryland;33.6;35640;39872;75512;6932;5954;2.69;MD;White;26788
Waldorf;Maryland;33.6;35640;39872;75512;6932;5954;2.69;MD;Black or African-American;47334
Thousand Oaks;California;44.8;65113;64216;129329;6323;25330;2.79;CA;American Indian and Alaska Native;2690
Lawton;Oklahoma;31.1;51099;45560;96659;11572;6123;2.72;OK;White;63948
San Diego;California;34.5;693826;701081;1394907;92489;373842;2.73;CA;Black or African-American;111650
Kalamazoo;Michigan;26.4;37175;38865;76040;3048;3482;2.36;MI;American Indian and Alaska Native;954
Rochester Hills;Michigan;41.2;36356;37076;73432;3053;13708;2.66;MI;American Indian and Alaska Native;348
Madison;Wisconsin;30.7;122596;126360;248956;9707;30090;2.23;WI;Hispanic or Latino;19697
Corona;California;37.1;79749;84493;164242;7709;42131;2.97;CA;American Indian and Alaska Native;2268
Indio;California;35.9;43803;43723;87526;3647;22538;3.08;CA;Hispanic or Latino;58852
Indio;California;35.9;43803;43723;87526;3647;22538;3.08;CA;American Indian and Alaska Native;1112
Lewisville;Texas;31.6;52776;52032;104808;4211;24865;2.78;TX;Asian;12412
Charlotte;North Carolina;34.3;396646;430475;827121;36046;128897;2.52;NC;Asian;55399
Buena Park;California;35.7;41593;41671;83264;3116;28430;3.55;CA;White;48412
Skokie;Illinois;43.4;31382;33437;64819;1066;27424;2.78;IL;Black or African-American;4937
West Jordan;Utah;30.8;57898;54044;111942;3577;11492;3.46;UT;Black or African-American;3179
Rancho Cucamonga;California;34.5;88127;87105;175232;5821;33878;3.18;CA;American Indian and Alaska Native;2789
Sunrise Manor;Nevada;32.5;93505;99103;192608;10663;56530;3.25;NV;White;109960
Grand Prairie;Texas;33.1;90811;96944;187755;7073;44888;3.18;TX;American Indian and Alaska Native;1754
Everett;Washington;37.0;56212;51800;108012;7880;19499;2.36;WA;American Indian and Alaska Native;3645
Newark;New Jersey;34.6;138040;143873;281913;5829;86253;2.73;NJ;Black or African-American;144961
Waukesha;Wisconsin;35.8;36263;35713;71976;3116;4982;2.35;WI;Black or African-American;1923
Chino Hills;California;41.9;39639;38674;78313;3358;24764;3.05;CA;Black or African-American;3506
Chino Hills;California;41.9;39639;38674;78313;3358;24764;3.05;CA;American Indian and Alaska Native;1773
Peoria;Illinois;33.1;56229;62432;118661;6634;7517;2.4;IL;Hispanic or Latino;6874
Springfield;Massachusetts;31.8;74744;79592;154336;5723;16226;2.81;MA;White;97171
North Las Vegas;Nevada;32.2;116350;118443;234793;17256;49815;3.31;NV;Asian;20273
Tuscaloosa;Alabama;29.1;47293;51045;98338;3647;4706;2.67;AL;Black or African-American;42331
Avondale;Arizona;29.1;38712;41971;80683;4815;8355;3.18;AZ;White;62176
San Mateo;California;39.3;50966;52558;103524;2730;34957;2.64;CA;Asian;30573
Longmont;Colorado;36.8;43941;48280;92221;4925;10424;2.63;CO;Hispanic or Latino;24846
Fall River;Massachusetts;39.3;43314;45456;88770;4143;14775;2.21;MA;Hispanic or Latino;9081
O'Fallon;Missouri;36.0;41762;43270;85032;5783;3269;2.77;MO;Asian;3447
Miami;Florida;40.4;215840;225149;440989;7233;260789;2.5;FL;Hispanic or Latino;319942
Miami;Florida;40.4;215840;225149;440989;7233;260789;2.5;FL;Black or African-American;87331
Green Bay;Wisconsin;32.9;52517;52704;105221;5519;9813;2.37;WI;Hispanic or Latino;16786
Carmichael;California;41.0;29281;33934;63215;4225;7378;2.39;CA;Asian;4205
Evansville;Indiana;38.0;57198;60481;117679;9063;3169;2.25;IN;Hispanic or Latino;3263
Evansville;Indiana;38.0;57198;60481;117679;9063;3169;2.25;IN;White;100055
Murfreesboro;Tennessee;30.2;60704;65417;126121;5199;8948;2.6;TN;Black or African-American;22651
Apple Valley;California;34.3;32873;39312;72185;5714;5801;3.03;CA;Hispanic or Latino;25928
Milpitas;California;36.8;40098;37519;77617;1608;39436;3.32;CA;Hispanic or Latino;11815
Perris;California;26.9;41623;33336;74959;1321;23277;4.78;CA;Black or African-American;9393
South Gate;California;32.5;47758;48641;96399;724;40571;3.97;CA;Asian;971
Salem;Oregon;35.4;80839;83704;164543;9685;19668;2.69;OR;Hispanic or Latino;39414
Santa Monica;California;40.6;46732;46487;93219;2008;24448;2.0;CA;Asian;13283
Boulder;Colorado;29.0;56342;51000;107342;4061;12993;2.24;CO;Asian;8772
Richmond;Virginia;33.6;104793;115496;220289;12538;15741;2.29;VA;Hispanic or Latino;14259
Eau Claire;Wisconsin;32.0;32327;35106;67433;3261;2833;2.4;WI;American Indian and Alaska Native;876
Marysville;Washington;33.2;33436;33337;66773;5714;7721;2.79;WA;Black or African-American;1800
Paterson;New Jersey;34.0;70640;77117;147757;1694;49810;3.37;NJ;Black or African-American;45858
Cedar Rapids;Iowa;36.2;63109;67296;130405;7823;5404;2.32;IA;American Indian and Alaska Native;1243
Schaumburg;Illinois;36.9;35971;39840;75811;2019;24614;2.72;IL;Black or African-American;2071
Schaumburg;Illinois;36.9;35971;39840;75811;2019;24614;2.72;IL;Asian;21571
Brooklyn Park;Minnesota;35.1;37845;41305;79150;3506;17490;2.85;MN;Black or African-American;22550
Brooklyn Park;Minnesota;35.1;37845;41305;79150;3506;17490;2.85;MN;Asian;14443
Palo Alto;California;40.2;31451;35397;66848;2025;23348;2.55;CA;Asian;24055
Fort Wayne;Indiana;34.7;124815;133329;258144;13539;19146;2.45;IN;Hispanic or Latino;21234
Suffolk;Virginia;38.2;43048;45113;88161;10114;2829;2.72;VA;American Indian and Alaska Native;504
Albany;New York;32.8;47627;50825;98452;3643;11948;2.08;NY;Hispanic or Latino;9368
Boynton Beach;Florida;45.8;33701;40271;73972;4727;15431;2.45;FL;Black or African-American;20616
Dallas;Texas;32.6;639019;661063;1300082;41026;326825;2.59;TX;White;839169
South San Francisco;California;39.4;34177;33094;67271;1839;27528;3.33;CA;Hispanic or Latino;29173
San Antonio;Texas;33.1;721405;748419;1469824;109089;208046;2.93;TX;American Indian and Alaska Native;20752
Chandler;Arizona;35.6;128885;131948;260833;15870;38721;2.78;AZ;Black or African-American;16163
Laguna Niguel;California;45.8;30193;35619;65812;2648;12571;2.58;CA;Hispanic or Latino;9203
Pine Hills;Florida;29.2;35344;40737;76081;2594;20735;3.3;FL;Asian;2209
Bloomington;Indiana;23.5;40588;43227;83815;2368;10033;2.33;IN;Black or African-American;5133
Bloomington;Indiana;23.5;40588;43227;83815;2368;10033;2.33;IN;American Indian and Alaska Native;912
Alameda;California;41.4;37747;40867;78614;4504;18841;2.52;CA;Black or African-American;7364
Antioch;California;34.0;54733;55809;110542;5681;24942;3.31;CA;Asian;14333
Clovis;California;37.8;52392;51780;104172;6173;13409;2.76;CA;American Indian and Alaska Native;1876
New Britain;Connecticut;33.4;37350;35459;72809;2219;15080;2.52;CT;Black or African-American;9873
Tulsa;Oklahoma;35.0;197437;205654;403091;24672;43751;2.37;OK;American Indian and Alaska Native;42129
Woodbury;Minnesota;37.7;31982;35868;67850;2732;9477;2.72;MN;Black or African-American;6054
Torrance;California;41.2;73209;75259;148468;8459;43096;2.7;CA;Asian;54317
New York;New York;36.0;4081698;4468707;8550405;156961;3212500;2.68;NY;White;3835726
Saint Cloud;Minnesota;30.7;34311;33942;68253;5012;5757;2.41;MN;White;59794
Camden;New Jersey;27.9;36437;39694;76131;1425;11317;3.0;NJ;Black or African-American;35237
Lakewood;California;39.9;41523;40069;81592;4094;18274;3.13;CA;Black or African-American;6123
Simi Valley;California;39.0;63243;63523;126766;6063;23260;3.13;CA;Hispanic or Latino;34032
Reno;Nevada;35.7;122292;119151;241443;17089;37070;2.46;NV;Black or African-American;9427
Lorain;Ohio;35.6;30844;32807;63651;4905;1531;2.52;OH;Black or African-American;16388
Midland;Texas;32.1;66595;66355;132950;5753;17061;2.78;TX;Black or African-American;10379
Hawthorne;California;33.7;43682;44762;88444;2123;32107;2.97;CA;Asian;7601
Delray Beach;Florida;47.9;32219;34042;66261;4232;16639;2.35;FL;Black or African-American;21138
Lee's Summit;Missouri;36.8;48353;46715;95068;6624;3803;2.68;MO;American Indian and Alaska Native;1251
Brockton;Massachusetts;35.2;46273;49041;95314;3036;27313;2.88;MA;White;40110
Weston;Florida;38.6;32956;36991;69947;1507;30876;3.34;FL;American Indian and Alaska Native;128
Troy;Michigan;43.3;42371;40905;83276;2975;21004;2.59;MI;Asian;22721
Winston-Salem;North Carolina;34.7;112520;128712;241232;14521;24302;2.47;NC;Black or African-American;87480
Durham;North Carolina;33.2;121153;136445;257598;12528;38642;2.4;NC;Asian;15740
Temple;Texas;33.6;33512;38785;72297;7333;3968;2.59;TX;Asian;1781
Colorado Springs;Colorado;34.8;225544;231018;456562;49291;35320;2.48;CO;Hispanic or Latino;78711
Austin;Texas;32.7;475718;456122;931840;37414;181686;2.5;TX;Black or African-American;81861
Concord;California;39.6;62310;66358;128668;6287;37428;2.72;CA;Black or African-American;6150
Fullerton;California;34.5;69549;71300;140849;5394;43404;2.97;CA;Asian;33937
McKinney;Texas;35.6;77339;85548;162887;8082;25760;2.91;TX;Black or African-American;16689
Greensboro;North Carolina;35.5;132251;153093;285344;14011;26667;2.36;NC;White;144930
Greensboro;North Carolina;35.5;132251;153093;285344;14011;26667;2.36;NC;Asian;12683
Turlock;California;36.2;33190;39103;72293;3397;14686;2.76;CA;American Indian and Alaska Native;1187
Merced;California;29.7;40048;42392;82440;3723;16348;3.15;CA;American Indian and Alaska Native;2331
Elgin;Illinois;35.7;54852;56224;111076;4024;30167;2.97;IL;American Indian and Alaska Native;789
Rock Hill;South Carolina;34.5;33324;38243;71567;4755;2413;2.29;SC;Black or African-American;28204
Rochester;New York;31.4;100135;109673;209808;7288;17735;2.36;NY;American Indian and Alaska Native;4856
Hollywood;Florida;41.4;75358;74363;149721;6056;55158;2.65;FL;Hispanic or Latino;53247
Frisco;Texas;37.2;73989;80399;154388;6297;30913;3.05;TX;White;111477
North Richland Hills;Texas;39.9;35257;33948;69205;5175;7854;2.64;TX;Black or African-American;5439
Grand Rapids;Michigan;32.1;95669;99430;195099;8972;19176;2.56;MI;American Indian and Alaska Native;3436
Columbus;Ohio;32.5;413981;435086;849067;40238;101129;2.4;OH;American Indian and Alaska Native;11496
McAllen;Texas;32.3;68332;71921;140253;4356;37691;3.19;TX;American Indian and Alaska Native;664
Carlsbad;California;42.1;55119;58347;113466;6031;17689;2.68;CA;Black or African-American;876
Vallejo;California;37.8;58379;62890;121269;8103;30592;2.83;CA;Hispanic or Latino;28977
Billings;Montana;36.3;52705;57565;110270;9121;3206;2.4;MT;Black or African-American;2200
Missouri City;Texas;37.2;34932;36846;71778;4274;18556;3.03;TX;Hispanic or Latino;10007
Redwood City;California;37.1;42676;42624;85300;2430;27652;2.64;CA;White;51019
Tustin;California;33.4;39511;41052;80563;2434;25034;3.27;CA;White;39660
Chico;California;29.9;46168;44168;90336;4519;8425;2.5;CA;Asian;6101
Alafaya;Florida;33.5;39504;45760;85264;4176;15842;2.94;FL;Black or African-American;6577
Everett;Washington;37.0;56212;51800;108012;7880;19499;2.36;WA;Hispanic or Latino;15889
Kent;Washington;33.4;61825;65137;126962;7985;38175;3.06;WA;Black or African-American;20450
Citrus Heights;California;37.8;41982;45071;87053;6171;9466;2.49;CA;Hispanic or Latino;14661
Waterloo;Iowa;37.2;34488;33969;68457;4800;5082;2.42;IA;American Indian and Alaska Native;467
Kirkland;Washington;40.8;42159;45108;87267;5156;18570;2.3;WA;White;70491
Schenectady;New York;36.7;32398;32901;65299;3388;10961;2.82;NY;Hispanic or Latino;5957
Saint Paul;Minnesota;31.5;149547;151293;300840;10548;56514;2.58;MN;Black or African-American;54665
Lincoln;Nebraska;32.3;138544;138802;277346;14694;22958;2.4;NE;Black or African-American;16445
Muncie;Indiana;27.4;32446;37255;69701;2968;1062;2.35;IN;White;59962
High Point;North Carolina;35.5;51751;58077;109828;5204;16315;2.65;NC;American Indian and Alaska Native;1181
Modesto;California;35.2;104852;106405;211257;9855;39613;2.97;CA;Black or African-American;9869
Philadelphia;Pennsylvania;34.1;741270;826172;1567442;61995;205339;2.61;PA;White;688130
Hillsboro;Oregon;35.3;50926;51434;102360;6625;19531;2.68;OR;Hispanic or Latino;22169
Fontana;California;29.5;100644;106828;207472;4076;61448;4.15;CA;Hispanic or Latino;156134
Tampa;Florida;35.3;175517;193511;369028;20636;58795;2.47;FL;Black or African-American;92156
Tampa;Florida;35.3;175517;193511;369028;20636;58795;2.47;FL;Asian;15814
Perris;California;26.9;41623;33336;74959;1321;23277;4.78;CA;Hispanic or Latino;54398
Allen;Pennsylvania;33.5;60626;59581;120207;5691;19652;2.67;PA;White;74187
Hampton;Virginia;35.5;66214;70240;136454;19638;6204;2.48;VA;White;61753
Bolingbrook;Illinois;33.7;36295;35801;72096;2951;15212;3.42;IL;Hispanic or Latino;16904
Worcester;Massachusetts;34.9;90951;93855;184806;9408;36907;2.43;MA;Black or African-American;27491
Fairfield;California;34.7;55550;57422;112972;8607;24503;3.14;CA;Black or African-American;18274
Inglewood;California;34.9;52995;58661;111656;2703;34171;3.12;CA;Asian;2712
Conroe;Texas;31.5;34907;33685;68592;4871;13839;2.65;TX;Black or African-American;6713
New Haven;Connecticut;29.9;63765;66545;130310;2567;25871;2.48;CT;Hispanic or Latino;43563
Macon;Georgia;36.0;71833;81626;153459;10735;4846;2.46;GA;White;64117
Yuba City;California;34.5;33654;33290;66944;4706;18032;2.9;CA;Asian;15065
Danbury;Connecticut;37.3;43435;41227;84662;3752;25675;2.74;CT;Asian;7350
North Charleston;South Carolina;30.7;56549;55315;111864;9651;8789;2.82;SC;American Indian and Alaska Native;1042
Suffolk;Virginia;38.2;43048;45113;88161;10114;2829;2.72;VA;White;46458
Atlanta;Georgia;33.8;223960;239915;463875;18572;32016;2.15;GA;White;196316
Mount Vernon;New York;38.5;31876;36745;68621;2064;23777;2.85;NY;Black or African-American;49830
Dallas;Texas;32.6;639019;661063;1300082;41026;326825;2.59;TX;Hispanic or Latino;549966
Dallas;Texas;32.6;639019;661063;1300082;41026;326825;2.59;TX;Asian;47099
Columbia;Maryland;37.9;52202;51265;103467;6526;23249;2.68;MD;American Indian and Alaska Native;488
Davie;Florida;40.8;48754;52140;100894;4655;26532;2.72;FL;Asian;4581
Bismarck;North Dakota;38.0;34675;35565;70240;4145;2064;2.11;ND;Black or African-American;1700
Cleveland;Ohio;36.0;186436;201623;388059;19849;18830;2.24;OH;Hispanic or Latino;40603
Austin;Texas;32.7;475718;456122;931840;37414;181686;2.5;TX;Asian;78916
Houston;Texas;32.6;1149686;1148942;2298628;71898;696210;2.66;TX;Black or African-American;529431
Lake Forest;California;40.3;41515;40982;82497;3748;20784;2.76;CA;Asian;16690
Stockton;California;32.5;150976;154674;305650;12822;79583;3.16;CA;Hispanic or Latino;128216
Indianapolis;Indiana;34.1;410615;437808;848423;42186;72456;2.53;IN;Black or African-American;253932
Ontario;California;31.0;85059;86141;171200;4816;48557;3.52;CA;Asian;14313
Antioch;California;34.0;54733;55809;110542;5681;24942;3.31;CA;Black or African-American;23227
Columbus;Georgia;33.7;98785;101794;200579;21747;10376;2.62;GA;Hispanic or Latino;15180
New Orleans;Louisiana;35.9;185736;203881;389617;17388;21679;2.41;LA;Black or African-American;234645
Erie;Pennsylvania;35.3;48618;50852;99470;7093;6275;2.31;PA;White;78636
Erie;Pennsylvania;35.3;48618;50852;99470;7093;6275;2.31;PA;Asian;3306
Arlington;Texas;32.6;191060;197062;388122;17050;79271;2.89;TX;American Indian and Alaska Native;2918
Eugene;Oregon;33.4;79071;84377;163448;8896;14503;2.34;OR;White;146807
Mountain View;California;33.5;42493;37945;80438;1376;31857;2.46;CA;Black or African-American;1974
Gilbert;Arizona;33.2;116711;130812;247523;10817;24531;3.2;AZ;Hispanic or Latino;39937
Atascocita;Texas;32.8;37424;40816;78240;4416;8657;3.03;TX;Hispanic or Latino;20441
Riverview;Florida;32.2;44210;45536;89746;6943;12240;3.22;FL;White;60793
Mesquite;Texas;34.6;69240;75884;145124;6438;26755;2.96;TX;American Indian and Alaska Native;2564
Dothan;Alabama;38.9;32172;35364;67536;6334;1699;2.59;AL;American Indian and Alaska Native;656
Hammond;Indiana;36.0;38923;38687;77610;4144;9224;2.61;IN;Hispanic or Latino;25320
New Rochelle;New York;40.6;38871;40967;79838;2780;26960;2.85;NY;American Indian and Alaska Native;645
Meridian;Idaho;38.0;43353;47400;90753;5640;8110;2.54;ID;Hispanic or Latino;6596
Troy;Michigan;43.3;42371;40905;83276;2975;21004;2.59;MI;Hispanic or Latino;2400
Portsmouth;Virginia;33.6;45900;50301;96201;10261;1815;2.54;VA;American Indian and Alaska Native;1584
Pasadena;Texas;31.5;78827;74959;153786;5735;38072;2.95;TX;Hispanic or Latino;105871
Greensboro;North Carolina;35.5;132251;153093;285344;14011;26667;2.36;NC;American Indian and Alaska Native;3688
Spring Hill;Florida;45.1;48295;54902;103197;9737;7893;2.58;FL;American Indian and Alaska Native;1254
Thornton;Colorado;33.1;65482;67977;133459;7261;17949;2.97;CO;White;119264
Dearborn;Michigan;33.5;46482;48698;95180;3163;23920;3.04;MI;Asian;4134
Amarillo;Texas;33.8;99391;100260;199651;11008;21124;2.64;TX;American Indian and Alaska Native;4260
Springfield;Missouri;34.1;81057;85741;166798;12291;7765;2.12;MO;White;151686
Chicago;Illinois;34.2;1320015;1400541;2720556;72042;573463;2.53;IL;White;1374535
Greenville;North Carolina;26.2;39897;50691;90588;4283;4183;2.4;NC;Hispanic or Latino;4409
Rock Hill;South Carolina;34.5;33324;38243;71567;4755;2413;2.29;SC;White;41652
Rock Hill;South Carolina;34.5;33324;38243;71567;4755;2413;2.29;SC;Asian;1073
Kendall;Florida;40.2;36658;39808;76466;1678;31180;2.81;FL;Hispanic or Latino;47521
Palatine;Illinois;38.0;36506;32763;69269;2629;21760;2.69;IL;Hispanic or Latino;18626
Frisco;Texas;37.2;73989;80399;154388;6297;30913;3.05;TX;American Indian and Alaska Native;2947
Chesapeake;Virginia;36.7;114964;120465;235429;29772;13966;2.73;VA;American Indian and Alaska Native;2087
Stamford;Connecticut;35.4;64941;63936;128877;2269;44003;2.7;CT;White;85620
Vallejo;California;37.8;58379;62890;121269;8103;30592;2.83;CA;Asian;34753
Pasadena;California;37.6;67712;74534;142246;4618;40779;2.63;CA;White;76525
Naperville;Illinois;38.5;71365;75794;147159;4545;30399;2.76;IL;Hispanic or Latino;4928
Loveland;Colorado;37.6;37042;38146;75188;5667;3050;2.53;CO;White;71538
Loveland;Colorado;37.6;37042;38146;75188;5667;3050;2.53;CO;Black or African-American;950
